ID,income,gender,age,marriage,children,residence,price,loan,house,target
960,1073964,Female,61,single,0,north,44.8,42300,with_parents,F
961,500820,Female,62,single,0,north,42.9,59972,rent,F
962,940164,Male,35,single,0,north,82,44702,with_parents,F
963,556632,Female,43,single,1,north,42.4,29876,rent,F
964,383736,Female,56,single,0,north,43.1,54667,with_parents,F
965,784416,Male,40,single,0,north,45.3,33430,rent,F
966,602160,Male,23,single,0,north,68.2,51055,rent,F
967,820488,Male,54,single,0,north,74,51523,rent,F
968,398004,Male,62,single,0,north,54.5,29479,with_parents,F
969,1112928,Male,20,single,0,north,63.1,22452,rent,F
970,861828,Female,27,single,0,north,40.7,21577,with_parents,F
971,1031316,Female,22,single,0,north,37.6,50500,with_parents,F
972,1198848,Female,64,single,0,north,76.2,30593,with_parents,F
973,1047888,Male,28,single,0,north,68.9,30772,rent,F
974,1074252,Male,26,single,0,north,81.8,45475,rent,F
975,663252,Male,44,single,0,north,54.3,28201,rent,F
976,338268,Male,37,single,0,north,64.2,41634,with_parents,F
977,1061244,Female,57,single,0,north,56.7,43816,rent,F
978,1078728,Female,27,single,0,north,64.7,52453,rent,F
979,1167720,Male,51,single,0,north,43.2,58890,with_parents,F
980,586152,Male,51,single,0,north,80.1,45411,rent,F
981,933336,Male,44,single,0,north,85.4,34696,with_parents,F
982,496044,Female,33,single,0,north,64,32237,with_parents,F
983,357912,Female,46,single,0,north,75.9,40477,with_parents,F
984,1136136,Female,20,single,0,north,38.4,29546,rent,F
985,695184,Female,22,single,0,north,71.3,37789,rent,F
986,573420,Female,60,single,0,north,56.7,28099,with_parents,F
987,279792,Male,60,single,0,north,56.3,46419,rent,F
988,311004,Female,50,single,0,north,65.7,41244,rent,F
989,455736,Female,44,single,0,north,82.1,22029,rent,F
990,726324,Male,28,single,0,north,69.6,24165,with_parents,F
991,273972,Male,40,single,0,north,71,19852,with_parents,F
992,1116348,Female,43,single,0,north,40.6,56873,rent,F
993,548028,Male,25,single,0,north,55.1,57689,rent,F
994,371700,Female,63,single,0,north,55.7,37638,rent,F
995,1178148,Male,55,single,0,north,59,34592,with_parents,F
996,623616,Female,50,single,0,north,62.6,50002,with_parents,F
997,286284,Female,39,single,0,north,46.5,36278,rent,F
998,363444,Female,61,single,0,north,80.8,37364,with_parents,F
999,1155012,Male,35,single,0,north,76.5,17027,with_parents,F
1000,967776,Female,44,single,0,north,62.2,36632,with_parents,F
